datetime	open	high	low	close	volume	open_interest
18-07-2025 09:15	151.15	155.9	151.15	155.9	0	3422850
18-07-2025 09:15	159.5	159.5	157.95	157.95	38250	3422850
18-07-2025 09:15	160.1	160.1	157.5	157.5	36000	3422850
18-07-2025 09:15	161.95	161.95	161.95	161.95	0	3422850
18-07-2025 09:15	161.1	161.1	160.9	160.9	47250	3422850
18-07-2025 09:15	161.25	161.25	158.85	158.85	43425	3422850
18-07-2025 09:15	158.4	158.4	158.4	158.4	39300	3422850
18-07-2025 09:15	157.6	157.6	157.6	157.6	0	3422850
18-07-2025 09:15	155.95	157.4	155.95	157.4	18525	3422850
18-07-2025 09:15	157.8	157.8	157.8	157.8	0	3422850
18-07-2025 09:15	160.5	161.25	160.5	161.25	67950	3422850
18-07-2025 09:15	162.4	164.5	162.4	164.5	49125	3422850
18-07-2025 09:15	164.9	164.9	164.9	164.9	0	3422850
18-07-2025 09:15	163.1	163.1	162.45	162.45	72675	3422850
18-07-2025 09:15	160.15	160.15	159.4	159.4	32100	3422850
18-07-2025 09:15	158.1	158.1	158.1	158.1	0	3422850
18-07-2025 09:15	158.45	159.9	158.45	159.9	39225	3422850
18-07-2025 09:15	161.45	161.45	161.45	161.45	0	3422850
18-07-2025 09:15	158.6	158.6	157.85	157.85	47100	3422850
18-07-2025 09:15	158.95	158.95	158.35	158.35	16950	3422850
18-07-2025 09:15	158.55	158.55	158.55	158.55	0	3422850
18-07-2025 09:15	155.85	157.05	155.85	157.05	40125	3422850
18-07-2025 09:15	156.1	156.1	156.1	156.1	0	3418800
18-07-2025 09:15	155	155	154.2	154.2	24150	3418800
18-07-2025 09:15	155.35	155.6	155.35	155.6	27150	3418800
18-07-2025 09:15	155	155	155	155	0	3418800
18-07-2025 09:15	153.5	155	153.5	155	30075	3418800
18-07-2025 09:15	154.05	154.05	154.05	154.05	0	3418800
18-07-2025 09:15	153.6	153.6	152.65	152.65	27375	3418800
18-07-2025 09:15	153.35	153.35	153.35	153.35	0	3418800
18-07-2025 09:15	153.2	153.2	152.9	152.9	14400	3418800
18-07-2025 09:15	152.8	153.4	152.8	153.4	24225	3418800
18-07-2025 09:15	152.2	152.2	152.2	152.2	0	3418800
18-07-2025 09:15	154.9	155	154.9	155	27825	3418800
18-07-2025 09:15	155.75	155.75	155.75	155.75	0	3418800
18-07-2025 09:15	154.9	154.9	154.5	154.5	21300	3418800
18-07-2025 09:15	155.7	156	155.7	156	20925	3418800
18-07-2025 09:15	155.7	155.7	155.7	155.7	0	3418800
18-07-2025 09:15	155.4	155.4	155.4	155.4	12225	3418800
18-07-2025 09:15	155.15	155.15	155.15	155.15	0	3418800
18-07-2025 09:15	153.85	153.85	153.85	153.85	18150	3418800
18-07-2025 09:15	153.35	153.35	153.35	153.35	17550	3418800
18-07-2025 09:15	153.25	153.25	153.25	153.25	0	3418800
18-07-2025 09:15	153.85	153.95	153.85	153.95	15075	3418800
18-07-2025 09:15	155.9	156.25	155.9	156.25	29550	3418800
18-07-2025 09:15	154.25	155.7	154.25	155.7	12675	3418800
18-07-2025 09:15	156.7	156.7	156.7	156.7	0	3418800
18-07-2025 09:15	156.25	156.25	155.8	155.8	12750	3418800
18-07-2025 09:15	155.85	155.85	155.85	155.85	0	3418800
18-07-2025 09:15	155.55	155.55	155.55	155.55	15900	3418800
18-07-2025 09:15	154.5	154.5	154.5	154.5	19275	3418800
18-07-2025 09:15	154.6	154.6	154.6	154.6	0	3418800
18-07-2025 09:15	154.6	154.75	154.6	154.75	8925	3418800
18-07-2025 09:15	155.65	155.95	155.65	155.95	7275	3418800
18-07-2025 09:15	155.4	155.4	155.4	155.4	0	3418800
18-07-2025 09:15	154.4	154.4	154.4	154.4	14625	3418800
18-07-2025 09:15	155.25	155.25	155.25	155.25	0	3418800
18-07-2025 09:15	155.7	156.7	155.7	156.7	13125	3418800
18-07-2025 09:15	157.15	157.15	155.75	155.75	24150	3418800
18-07-2025 09:16	156.45	156.45	156.45	156.45	0	3418800
18-07-2025 09:16	159.6	159.6	159.05	159.05	39825	3418800
18-07-2025 09:16	158.9	158.9	158.9	158.9	0	3418800
18-07-2025 09:16	160.25	160.25	160.2	160.2	30075	3418800
18-07-2025 09:16	163	163	162.85	162.85	40200	3418800
18-07-2025 09:16	162.85	162.85	162.85	162.85	0	3418800
18-07-2025 09:16	163.3	163.9	163.3	163.9	33900	3418800
18-07-2025 09:16	165.2	165.4	165.2	165.4	51600	3418800
18-07-2025 09:16	165.65	166	165.65	166	41850	3418800
18-07-2025 09:16	166.75	166.75	166.75	166.75	0	3418800
18-07-2025 09:16	167.05	167.2	167.05	167.2	39975	3418800
18-07-2025 09:16	166.35	166.75	166.35	166.75	30075	3418800
18-07-2025 09:16	168	168	168	168	0	3418800
18-07-2025 09:16	165.4	166	165.4	166	53925	3418800
18-07-2025 09:16	165.75	165.75	165.75	165.75	0	3418800
18-07-2025 09:16	166.35	166.35	165.4	165.4	27525	3418800
18-07-2025 09:16	164.15	164.15	163.95	163.95	60975	3418800
18-07-2025 09:16	163.8	163.8	163.8	163.8	0	3418800
18-07-2025 09:16	163.5	164.3	163.5	164.3	27675	3418800
18-07-2025 09:16	162.45	162.45	162.45	162.45	0	3418800
18-07-2025 09:16	162.6	163.1	162.6	163.1	35100	3418800
18-07-2025 09:16	163.1	163.1	162.55	162.55	21900	3418800
18-07-2025 09:16	162.3	162.3	162.3	162.3	0	3418800
18-07-2025 09:16	162.5	162.5	161.85	161.85	22050	3418800
18-07-2025 09:16	161.5	161.5	161.5	161.5	0	3418800
18-07-2025 09:16	161.6	161.6	161.6	161.6	16050	3418800
18-07-2025 09:16	162.3	162.3	161.6	161.6	24675	3418800
18-07-2025 09:16	161.4	161.4	161.4	161.4	0	3418800
18-07-2025 09:16	160.25	160.25	159.5	159.5	32475	3418800
18-07-2025 09:16	159.55	159.55	159.55	159.55	0	3418800
18-07-2025 09:16	159.95	159.95	159.9	159.9	29025	3418800
18-07-2025 09:16	160.85	161	160.85	161	14925	3418800
18-07-2025 09:16	161.85	161.85	161.85	161.85	0	3418800
18-07-2025 09:16	163.25	163.6	163.25	163.6	18600	3418800
18-07-2025 09:16	163.15	163.15	163.15	163.15	0	3418800
18-07-2025 09:16	163.7	163.7	163.7	163.7	0	3418800
18-07-2025 09:16	163.9	164.2	163.9	164.2	36150	3418800
18-07-2025 09:16	163.6	163.6	163.6	163.6	0	3418800
18-07-2025 09:16	163	163	162.55	162.55	23100	3418800
18-07-2025 09:16	163.45	163.45	163.25	163.25	17850	3418800
18-07-2025 09:16	163.35	163.35	163.35	163.35	0	3418800
