datetime	open	high	low	close	volume	open_interest
18-07-2025 09:16	163.2	163.35	163.2	163.35	24150	3418800
18-07-2025 09:16	163.6	163.6	163.6	163.6	0	3418800
18-07-2025 09:16	163.65	163.65	163.65	163.65	19050	3418800
18-07-2025 09:16	163.4	163.45	163.4	163.45	13275	3418800
18-07-2025 09:16	164.5	164.5	164.5	164.5	0	3418800
18-07-2025 09:16	164	164	163.3	163.3	12825	3418800
18-07-2025 09:16	163.3	163.3	163.3	163.3	28125	3418800
18-07-2025 09:16	162.95	162.95	162.95	162.95	0	3418800
18-07-2025 09:16	162.3	162.3	162.3	162.3	18150	3418800
18-07-2025 09:16	162.55	162.55	162.55	162.55	0	3418800
18-07-2025 09:16	162.15	162.15	162.15	162.15	15825	3418800
18-07-2025 09:16	162.75	163.1	162.75	163.1	9675	3418800
18-07-2025 09:16	162.95	162.95	162.95	162.95	0	3418800
18-07-2025 09:16	162.6	162.6	162.25	162.25	11250	3418800
18-07-2025 09:16	163.1	163.1	163.1	163.1	0	3418800
18-07-2025 09:16	165.75	165.8	165.75	165.8	65100	3418800
18-07-2025 09:16	166.15	166.65	166.15	166.65	30000	3418800
18-07-2025 09:16	167.2	167.2	167.2	167.2	0	3418800
18-07-2025 09:17	166.6	166.6	166.2	166.2	39600	3418800
18-07-2025 09:17	164.85	165.75	164.85	165.75	45900	3418800
18-07-2025 09:17	165.2	165.2	165.2	165.2	0	3418800
18-07-2025 09:17	165.55	166	165.55	166	25125	3418800
18-07-2025 09:17	169.4	169.4	169.4	169.4	0	3418800
18-07-2025 09:17	170.05	170.05	170.05	170.05	0	3418800
18-07-2025 09:17	169.95	170.2	169.95	170.2	154950	3418800
18-07-2025 09:17	170.3	170.3	170.3	170.3	0	3418800
18-07-2025 09:17	171.45	171.55	171.45	171.55	47475	3418800
18-07-2025 09:17	172.15	172.15	172.15	172.15	0	3418800
18-07-2025 09:17	172.5	172.5	172.35	172.35	35625	3418800
18-07-2025 09:17	172.25	172.5	172.25	172.5	64200	3418800
18-07-2025 09:17	172	172	172	172	0	3418800
18-07-2025 09:17	172.95	172.95	172.95	172.95	37050	3418800
18-07-2025 09:17	171.8	171.8	171.8	171.8	0	3418800
18-07-2025 09:17	171	171	170.95	170.95	44550	3418800
18-07-2025 09:17	170.4	170.4	169.3	169.3	75675	3418800
18-07-2025 09:17	168.65	168.65	168.65	168.65	0	3418800
18-07-2025 09:17	169.3	169.3	169.25	169.25	33300	3418800
18-07-2025 09:17	170.4	170.4	170.2	170.2	17850	3418800
18-07-2025 09:17	169.9	169.9	169.9	169.9	0	3418800
18-07-2025 09:17	170	170.7	170	170.7	15075	3418800
18-07-2025 09:17	170.65	170.65	170.65	170.65	0	3418800
18-07-2025 09:17	170.7	170.7	170.65	170.65	23025	3418800
18-07-2025 09:17	171.25	171.25	170.65	170.65	25350	3418800
18-07-2025 09:17	170.3	170.3	170.3	170.3	0	3418800
18-07-2025 09:17	169.6	169.7	169.6	169.7	25125	3418800
18-07-2025 09:17	170.5	170.5	170.5	170.5	0	3418800
18-07-2025 09:17	172.2	172.2	172.2	172.2	27525	3418800
18-07-2025 09:17	171.85	172.2	171.85	172.2	21675	3418800
18-07-2025 09:17	172	172	172	172	0	3418800
18-07-2025 09:17	171.85	171.9	171.85	171.9	14925	3418800
18-07-2025 09:17	172	172	172	172	0	3418800
18-07-2025 09:17	173.45	173.9	173.45	173.9	22800	3418800
18-07-2025 09:17	173.8	173.8	172.75	172.75	58125	3418800
18-07-2025 09:17	172.05	172.05	172.05	172.05	0	3418800
18-07-2025 09:17	171.6	171.6	171.55	171.55	29175	3418800
18-07-2025 09:17	172.35	172.35	172.35	172.35	0	3418800
18-07-2025 09:17	171.7	172.5	171.7	172.5	43575	3418800
18-07-2025 09:17	173.5	173.7	173.5	173.7	13725	3418800
18-07-2025 09:17	173	173	173	173	0	3418800
18-07-2025 09:17	172.25	172.7	172.25	172.7	25875	3418800
18-07-2025 09:17	172.25	172.25	172.25	172.25	0	3418800
18-07-2025 09:17	172.05	172.05	172.05	172.05	0	3418800
18-07-2025 09:17	172.55	172.55	172.35	172.35	28275	3418800
18-07-2025 09:17	172.9	172.9	172.9	172.9	0	3418800
18-07-2025 09:17	173	173	172.7	172.7	19875	3418800
18-07-2025 09:17	172.8	172.9	172.8	172.9	12825	3418800
18-07-2025 09:17	173	173	173	173	0	3418800
18-07-2025 09:17	172.9	173.1	172.9	173.1	11250	3418800
18-07-2025 09:17	171.55	171.55	171.55	171.55	0	3418800
18-07-2025 09:17	172.15	172.25	172.15	172.25	22275	3418800
18-07-2025 09:17	172.25	172.25	171.8	171.8	14850	3418800
18-07-2025 09:17	171.6	171.6	171.6	171.6	0	3418800
18-07-2025 09:17	171	171	170.7	170.7	19650	3418800
18-07-2025 09:17	170.8	170.8	170.8	170.8	0	3418800
18-07-2025 09:17	169.15	169.15	168.9	168.9	76350	3418800
18-07-2025 09:17	169.5	169.9	169.5	169.9	21375	3418800
18-07-2025 09:17	170	170	170	170	0	3418800
18-07-2025 09:17	170.3	171.25	170.3	171.25	21900	3418800
18-07-2025 09:18	171.5	171.5	171.5	171.5	0	3418800
18-07-2025 09:18	169.9	169.9	169.75	169.75	31800	3418800
18-07-2025 09:18	169.75	169.8	169.75	169.8	24900	3418800
18-07-2025 09:18	169.4	169.4	169.4	169.4	0	3418800
18-07-2025 09:18	169.55	169.6	169.55	169.6	21675	3418800
18-07-2025 09:18	169.9	169.9	169.9	169.9	0	3418800
18-07-2025 09:18	169.3	169.4	169.3	169.4	20325	3418800
18-07-2025 09:18	169.15	169.15	168.95	168.95	13575	3418800
18-07-2025 09:18	169.25	169.25	169.25	169.25	0	3418800
18-07-2025 09:18	168.8	168.8	168.8	168.8	14625	3418800
18-07-2025 09:18	169.05	171.1	169.05	171.1	12375	3418800
18-07-2025 09:18	171.55	171.55	171.55	171.55	0	3418800
18-07-2025 09:18	171.45	172.25	171.45	172.25	15975	3418800
18-07-2025 09:18	173	173	173	173	0	3418800
18-07-2025 09:18	173	173.45	173	173.45	24075	3418800
18-07-2025 09:18	173.45	173.75	173.45	173.75	24225	3418800
18-07-2025 09:18	173.5	173.5	173.5	173.5	0	3418800
18-07-2025 09:18	173.6	173.6	173.4	173.4	34875	3418800
18-07-2025 09:18	173.65	173.65	173.65	173.65	0	3418800
18-07-2025 09:18	172.25	172.25	172.25	172.25	0	3418800
18-07-2025 09:18	172.35	172.35	171.5	171.5	41475	3418800
18-07-2025 09:18	171.1	171.1	171.1	171.1	0	3418800
18-07-2025 09:18	171.8	172.05	171.8	172.05	13800	3418800
18-07-2025 09:18	172	172	172	172	0	4031625
18-07-2025 09:18	172.55	172.55	172.4	172.4	8925	4031625
18-07-2025 09:18	172.25	172.25	171.5	171.5	16650	4031625
18-07-2025 09:18	170.95	170.95	170.95	170.95	0	4031625
18-07-2025 09:18	170.95	171	170.95	171	13500	4031625
18-07-2025 09:18	171.2	171.2	171.2	171.2	0	4031625
18-07-2025 09:18	171	171.05	171	171.05	13575	4031625
18-07-2025 09:18	170.2	170.65	170.2	170.65	14625	4031625
18-07-2025 09:18	169.75	169.75	169.75	169.75	0	4031625
18-07-2025 09:18	169.1	169.55	169.1	169.55	28800	4031625
18-07-2025 09:18	169.25	169.25	169.25	169.25	0	4031625
18-07-2025 09:18	168.35	168.35	168.35	168.35	18150	4031625
18-07-2025 09:18	167.45	167.45	167.4	167.4	36075	4031625
18-07-2025 09:18	167	167	167	167	0	4031625
18-07-2025 09:18	167.8	167.8	167.65	167.65	25575	4031625
18-07-2025 09:18	168.35	168.35	168.35	168.35	0	4031625
18-07-2025 09:18	168.95	168.95	168.9	168.9	18300	4031625
18-07-2025 09:18	168.75	168.75	167.5	167.5	18750	4031625
18-07-2025 09:18	168.1	168.1	168.1	168.1	0	4031625
18-07-2025 09:18	168.5	168.5	168.5	168.5	15600	4031625
18-07-2025 09:18	168.25	168.25	168.25	168.25	0	4031625
18-07-2025 09:18	169.75	169.95	169.75	169.95	11175	4031625
18-07-2025 09:18	169.5	169.5	169.5	169.5	10875	4031625
18-07-2025 09:18	170	170	170	170	0	4031625
18-07-2025 09:18	169.5	170	169.5	170	11625	4031625
18-07-2025 09:18	170	170	170	170	0	4031625
18-07-2025 09:18	170.15	170.15	169.8	169.8	11100	4031625
18-07-2025 09:18	170.1	170.8	170.1	170.8	12150	4031625
18-07-2025 09:18	170.45	170.45	170.45	170.45	0	4031625
18-07-2025 09:18	170.4	170.4	170	170	10275	4031625
18-07-2025 09:18	169.4	169.4	169.4	169.4	0	4031625
18-07-2025 09:18	169.75	169.95	169.75	169.95	12000	4031625
18-07-2025 09:18	170.7	170.7	170.25	170.25	22425	4031625
18-07-2025 09:18	170	170	170	170	0	4031625
18-07-2025 09:18	169.55	169.95	169.55	169.95	15600	4031625
18-07-2025 09:18	169.65	169.65	169.65	169.65	0	4031625
18-07-2025 09:18	169.45	169.45	169.4	169.4	11700	4031625
18-07-2025 09:19	169.75	169.75	168.85	168.85	19425	4031625
18-07-2025 09:19	168.7	168.7	168.7	168.7	0	4031625
18-07-2025 09:19	168.4	168.4	168.2	168.2	26850	4031625
18-07-2025 09:19	168.6	168.6	168.6	168.6	0	4031625
18-07-2025 09:19	168.4	168.4	168.4	168.4	8325	4031625
18-07-2025 09:19	168.85	168.85	168.85	168.85	8400	4031625
18-07-2025 09:19	169.6	169.6	169.6	169.6	0	4031625
18-07-2025 09:19	169.4	169.4	168.95	168.95	13875	4031625
18-07-2025 09:19	169.75	169.75	169.75	169.75	0	4031625
18-07-2025 09:19	169.8	169.8	169.45	169.45	13500	4031625
18-07-2025 09:19	169.85	169.85	169.45	169.45	13950	4031625
18-07-2025 09:19	169.3	169.3	169.3	169.3	0	4031625
18-07-2025 09:19	169.85	169.85	168.8	168.8	6525	4031625
18-07-2025 09:19	169.05	169.05	169.05	169.05	0	4031625
18-07-2025 09:19	169.35	169.55	169.35	169.55	8850	4031625
18-07-2025 09:19	169.35	170.15	169.35	170.15	7650	4031625
18-07-2025 09:19	170.15	170.15	170.15	170.15	0	4031625
18-07-2025 09:19	171.35	171.75	171.35	171.75	19350	4031625
18-07-2025 09:19	171.1	171.1	171.1	171.1	0	4031625
18-07-2025 09:19	171.35	171.35	171.05	171.05	24300	4031625
18-07-2025 09:19	171.4	171.4	171.3	171.3	17100	4031625
18-07-2025 09:19	171.2	171.2	171.2	171.2	0	4031625
18-07-2025 09:19	171.75	171.85	171.75	171.85	11925	4031625
18-07-2025 09:19	171.65	171.65	171.65	171.65	0	4031625
18-07-2025 09:19	172	172.1	172	172.1	14475	4031625
18-07-2025 09:19	172.15	172.15	171.95	171.95	15525	4031625
18-07-2025 09:19	171.35	171.35	171.2	171.2	15900	4031625
18-07-2025 09:19	171.4	171.4	171.4	171.4	0	4031625
18-07-2025 09:19	171.55	171.55	171.55	171.55	17250	4031625
18-07-2025 09:19	171.7	173.05	171.7	173.05	22350	4031625
18-07-2025 09:19	173	173	173	173	0	4031625
18-07-2025 09:19	173.6	173.8	173.6	173.8	22950	4031625
18-07-2025 09:19	172.5	172.5	172.5	172.5	0	4031625
18-07-2025 09:19	172	172	171.4	171.4	45075	4031625
18-07-2025 09:19	172.55	172.85	172.55	172.85	19425	4031625
18-07-2025 09:19	172.65	172.65	172.65	172.65	0	4031625
18-07-2025 09:19	172.45	172.45	172	172	10950	4031625
18-07-2025 09:19	171.85	171.85	171.85	171.85	0	4031625
18-07-2025 09:19	172.1	172.1	172.1	172.1	16725	4031625
18-07-2025 09:19	171.8	171.9	171.8	171.9	5550	4031625
18-07-2025 09:19	171.9	171.9	171.9	171.9	0	4031625
18-07-2025 09:19	171.85	172.05	171.85	172.05	9225	4031625
18-07-2025 09:19	172.3	172.3	172.3	172.3	0	4031625
18-07-2025 09:19	173.3	173.3	173.3	173.3	21450	4031625
18-07-2025 09:19	173.1	173.25	173.1	173.25	16800	4031625
18-07-2025 09:19	173.1	173.1	173.1	173.1	0	4031625
18-07-2025 09:19	172.4	172.4	172	172	20700	4031625
18-07-2025 09:19	172.45	172.45	172.45	172.45	16575	4031625
18-07-2025 09:19	172.55	172.6	172.55	172.6	7800	4031625
18-07-2025 09:19	173	173	173	173	0	4031625
18-07-2025 09:19	172.95	173.6	172.95	173.6	10950	4031625
18-07-2025 09:19	173.7	173.7	173.7	173.7	0	4031625
18-07-2025 09:19	173.8	173.8	173.8	173.8	20475	4031625
18-07-2025 09:19	173	173	172.05	172.05	17775	4031625
18-07-2025 09:19	171.85	171.85	171.85	171.85	0	4031625
18-07-2025 09:19	171.95	172.7	171.95	172.7	17250	4031625
18-07-2025 09:19	172.65	172.65	172.65	172.65	0	4031625
18-07-2025 09:19	172.75	172.75	172.75	172.75	5925	4031625
18-07-2025 09:20	172.6	172.6	172.5	172.5	13650	4031625
18-07-2025 09:20	172.5	172.5	172.5	172.5	0	4031625
18-07-2025 09:20	172.55	172.8	172.55	172.8	11850	4031625
18-07-2025 09:20	173.8	173.8	173.8	173.8	0	4031625
18-07-2025 09:20	173.55	173.55	173.55	173.55	17250	4031625
18-07-2025 09:20	173.7	174.45	173.7	174.45	20325	4031625
18-07-2025 09:20	174.7	174.7	174.7	174.7	0	4031625
18-07-2025 09:20	175	175	173.5	173.5	59325	4031625
18-07-2025 09:20	173.3	173.3	173.3	173.3	0	4031625
18-07-2025 09:20	172.8	173.2	172.8	173.2	29025	4031625
18-07-2025 09:20	172.65	172.65	171.4	171.4	21900	4031625
18-07-2025 09:20	171.95	171.95	171.95	171.95	0	4031625
18-07-2025 09:20	171.45	171.45	170.8	170.8	33450	4031625
18-07-2025 09:20	171.2	171.2	171.2	171.2	0	4031625
18-07-2025 09:20	171	171	171	171	12375	4031625
18-07-2025 09:20	171	171.8	171	171.8	8700	4031625
18-07-2025 09:20	171.55	171.55	171.55	171.55	0	4031625
18-07-2025 09:20	171.6	171.95	171.6	171.95	9675	4031625
18-07-2025 09:20	171.4	171.4	171.4	171.4	0	4031625
18-07-2025 09:20	171.6	171.6	171.55	171.55	13875	4031625
18-07-2025 09:20	171.7	171.9	171.7	171.9	5100	4031625
18-07-2025 09:20	171.5	171.5	171.5	171.5	0	4031625
18-07-2025 09:20	171.15	171.15	170.9	170.9	7500	4031625
18-07-2025 09:20	171.1	171.1	171.1	171.1	0	4031625
18-07-2025 09:20	171	171	171	171	5250	4031625
18-07-2025 09:20	171	171	170.45	170.45	21975	4031625
18-07-2025 09:20	170.3	170.3	170.3	170.3	0	4031625
18-07-2025 09:20	170.45	170.9	170.45	170.9	8700	4031625
18-07-2025 09:20	170.3	170.3	170.3	170.3	0	4031625
18-07-2025 09:20	171.35	171.35	171.35	171.35	14250	4031625
18-07-2025 09:20	170.9	170.9	170.65	170.65	7050	4031625
18-07-2025 09:20	171.05	171.05	171.05	171.05	0	4031625
18-07-2025 09:20	171	171	171	171	4200	4031625
18-07-2025 09:20	170.05	170.05	170.05	170.05	0	4031625
18-07-2025 09:20	170.4	170.4	170.4	170.4	9825	4031625
18-07-2025 09:20	170.3	170.3	169.3	169.3	8475	4031625
18-07-2025 09:20	169.55	169.55	169.55	169.55	0	4031625
18-07-2025 09:20	169	169.3	169	169.3	10725	4031625
18-07-2025 09:20	168.55	168.55	168.55	168.55	0	4031625
18-07-2025 09:20	168.5	168.5	168.35	168.35	12300	4031625
18-07-2025 09:20	169.2	169.3	169.2	169.3	10275	4031625
18-07-2025 09:20	169.2	169.2	169.2	169.2	0	4031625
18-07-2025 09:20	169.25	169.25	169.25	169.25	8475	4031625
18-07-2025 09:20	169.05	169.05	169.05	169.05	0	4031625
18-07-2025 09:20	169.3	169.3	169.3	169.3	13200	4031625
18-07-2025 09:20	168.6	168.6	168.35	168.35	7575	4031625
18-07-2025 09:20	168.6	168.6	168.6	168.6	0	4031625
18-07-2025 09:20	168	168	168	168	8625	4031625
18-07-2025 09:20	168.5	168.5	168	168	12600	4031625
18-07-2025 09:20	168.6	168.6	168.6	168.6	0	4031625
18-07-2025 09:20	169.4	169.7	169.4	169.7	6150	4031625
18-07-2025 09:20	170.75	170.75	170.75	170.75	0	4031625
18-07-2025 09:20	171.4	171.4	171.4	171.4	11550	4031625
18-07-2025 09:20	170.5	170.7	170.5	170.7	8925	4031625
18-07-2025 09:20	170.8	170.8	170.8	170.8	0	4031625
18-07-2025 09:20	171.5	171.55	171.5	171.55	15975	4031625
18-07-2025 09:20	172	172	172	172	0	4031625
18-07-2025 09:20	170	170	170	170	6600	4031625
18-07-2025 09:20	169.35	170	169.35	170	18000	4031625
18-07-2025 09:20	170.5	170.5	170.5	170.5	0	4031625
18-07-2025 09:21	170.7	170.7	170.35	170.35	12450	4031625
18-07-2025 09:21	170	170	170	170	0	4031625
18-07-2025 09:21	168.5	168.5	168.5	168.5	12150	4031625
18-07-2025 09:21	167.7	168.4	167.7	168.4	16800	4031625
18-07-2025 09:21	168.35	168.35	168.35	168.35	0	4031625
18-07-2025 09:21	168.35	168.5	168.35	168.5	9300	4031625
18-07-2025 09:21	169.4	169.4	169.4	169.4	0	4031625
18-07-2025 09:21	170.1	170.1	170.05	170.05	6225	4031625
18-07-2025 09:21	169.45	169.45	169.2	169.2	4350	4031625
18-07-2025 09:21	169.95	169.95	169.95	169.95	0	4031625
18-07-2025 09:21	170.5	170.6	170.5	170.6	6150	4031625
18-07-2025 09:21	170.75	170.75	170.75	170.75	0	4031625
18-07-2025 09:21	170.55	170.65	170.55	170.65	5850	4031625
18-07-2025 09:21	171.05	171.4	171.05	171.4	6675	4031625
18-07-2025 09:21	170.5	170.5	170.5	170.5	0	4031625
18-07-2025 09:21	171.2	171.2	171.2	171.2	6075	4031625
18-07-2025 09:21	171.35	171.35	171.15	171.15	7800	4031625
18-07-2025 09:21	171.45	171.45	171.45	171.45	0	4031625
18-07-2025 09:21	170.95	171.75	170.95	171.75	11175	4031625
18-07-2025 09:21	171.7	171.7	171.7	171.7	0	4031625
18-07-2025 09:21	173.2	173.45	173.2	173.45	21750	4031625
18-07-2025 09:21	173	174.3	173	174.3	56850	4031625
18-07-2025 09:21	173.7	173.7	173.7	173.7	0	4031625
18-07-2025 09:21	173.05	173.65	173.05	173.65	21150	4277175
18-07-2025 09:21	173.55	173.55	173.55	173.55	0	4277175
18-07-2025 09:21	174.05	174.05	173.9	173.9	19950	4277175
18-07-2025 09:21	174.3	174.3	174.15	174.15	42225	4277175
18-07-2025 09:21	174.3	174.3	174.3	174.3	0	4277175
18-07-2025 09:21	174.2	174.2	174.2	174.2	32100	4277175
18-07-2025 09:21	175	175	175	175	0	4277175
18-07-2025 09:21	174.6	174.85	174.6	174.85	15750	4277175
18-07-2025 09:21	174.5	174.5	174.3	174.3	25500	4277175
18-07-2025 09:21	174.8	174.8	174.8	174.8	0	4277175
18-07-2025 09:21	175.8	175.8	175.45	175.45	37725	4277175
18-07-2025 09:21	175.45	175.45	175.45	175.45	0	4277175
18-07-2025 09:21	175.25	175.4	175.25	175.4	27675	4277175
18-07-2025 09:21	175	175.25	175	175.25	27600	4277175
18-07-2025 09:21	174.7	174.7	174.7	174.7	0	4277175
18-07-2025 09:21	175	175	174.45	174.45	21600	4277175
18-07-2025 09:21	173.4	173.4	173.4	173.4	0	4277175
18-07-2025 09:21	172.9	172.9	172.85	172.85	31875	4277175
18-07-2025 09:21	172.65	172.85	172.65	172.85	17025	4277175
18-07-2025 09:21	172.9	172.9	172.9	172.9	0	4277175
18-07-2025 09:21	172.5	172.5	172.45	172.45	12450	4277175
18-07-2025 09:21	172.45	172.45	172.45	172.45	0	4277175
18-07-2025 09:21	172.55	172.55	172.55	172.55	8850	4277175
18-07-2025 09:21	174.15	174.15	174.15	174.15	4500	4277175
18-07-2025 09:21	174.8	174.8	174.8	174.8	0	4277175
18-07-2025 09:21	174.35	174.8	174.35	174.8	9825	4277175
18-07-2025 09:21	174.95	175.25	174.95	175.25	11250	4277175
18-07-2025 09:21	175.8	175.8	175.8	175.8	0	4277175
18-07-2025 09:21	175	175.2	175	175.2	10500	4277175
18-07-2025 09:21	175.4	175.4	175.4	175.4	0	4277175
18-07-2025 09:21	175.9	175.9	175.9	175.9	29025	4277175
18-07-2025 09:21	177.5	177.5	177	177	31350	4277175
18-07-2025 09:21	176.4	176.4	176.4	176.4	0	4277175
18-07-2025 09:21	175.45	175.45	175.45	175.45	40650	4277175
18-07-2025 09:21	174.15	174.15	174.15	174.15	0	4277175
18-07-2025 09:21	174.55	174.55	172.9	172.9	38775	4277175
18-07-2025 09:21	172.1	172.1	172.1	172.1	0	4277175
18-07-2025 09:22	172.65	172.65	172.65	172.65	0	4277175
18-07-2025 09:22	173.4	173.4	173.25	173.25	49125	4277175
18-07-2025 09:22	173.6	173.6	173.6	173.6	0	4277175
18-07-2025 09:22	174.55	174.55	174.25	174.25	25350	4277175
18-07-2025 09:22	173.8	173.8	173.8	173.8	0	4277175
18-07-2025 09:22	174.45	174.45	174.4	174.4	8250	4277175
18-07-2025 09:22	174.4	174.4	174.4	174.4	15750	4277175
18-07-2025 09:22	174.25	174.25	174.25	174.25	0	4277175
18-07-2025 09:22	174.4	174.5	174.4	174.5	22425	4277175
